Tot No. Simulations	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	LTSM	Crack Width	C. Numbers	Max Slope	Max Tilt	Ang. Dis.	Max H. Strain	Dam. Area (%)	Strain (100%)	Strain (99%)	Strain (98%)	Strain (97%)	Strain (96%)	Strain (95%)	Local Avg.	Global Avg.
588	6619.846	0.687	0.017	5.583	46.498	23.801	29.788	114.447	0.429	24.754	0.069	1.828	75.588	16.417	9.583	0.00055	0.00	0	0.00143	0.00138	0.000104	7.50E-05	0	0.000096	0.000067	0.000062	0.000057	0.000053	0.00005	0	7.46E-04
589	3916.327	0.540	0.013	9.214	47.158	10.130	7.541	185.932	0.107	10.033	0.320	2.093	33.821	10.271	7.859	0.00315	11.18	15	0.00232	0.00228	0.000773	0.002395	4.68	0.051551	0.005834	0.002238	0.000935	0.000226	0.000062	13.08845	1.94E-03
590	2660.646	0.339	0.012	7.331	59.086	7.896	10.569	106.708	0.241	13.516	0.044	2.111	39.298	15.989	6.965	0.00416	13.31	18	0.00404	0.00353	0.001881	0.002416	6.28	0.056376	0.010561	0.004989	0.002591	0.001177	0.000454	15.6538	2.97E-03
591	7468.144	0.751	0.022	14.365	32.723	3.260	15.967	166.810	0.448	20.084	0.188	2.820	40.255	11.552	14.070	0.00122	0.00	0	0.00148	0.00146	2.60E-05	3.30E-05	0	0.000048	0.00003	0.000027	0.000024	0.000023	0.000021	0	7.51E-04
592	3494.682	0.598	0.026	5.404	59.640	18.562	23.333	91.036	0.159	23.178	0.220	4.655	69.541	12.923	11.637	0.00156	4.39	1	0.00252	0.00239	0.000627	0.000661	0.79	0.025159	0.000148	0.000128	0.000117	0.000109	0.000103	2.6938	1.55E-03
593	5116.810	0.544	0.020	4.692	40.583	23.010	12.747	142.274	0.175	23.367	0.068	4.263	60.695	14.493	7.574	0.00191	3.77	6	0.00307	0.00303	0.000552	0.001128	3.56	0.021518	0.003151	0.001099	0.000344	0.000066	0.000053	4.8826	1.94E-03
594	6571.502	0.713	0.029	7.873	35.163	22.168	27.102	185.747	0.284	26.171	0.028	4.930	47.645	9.721	10.730	0.00060	0.00	0	0.00120	0.00119	1.00E-05	9.00E-06	0	0.000012	0.000009	0.000008	0.000008	0.000007	0.000007	0	6.00E-04
595	2484.522	0.326	0.009	16.809	51.050	13.047	36.105	107.029	0.119	21.869	0.021	4.436	39.713	12.862	5.050	0.00101	4.83	2	0.00223	0.00221	0.000165	0.000859	1.03	0.027415	0.000077	0.000046	0.000042	0.000041	0.000039	3.41725	1.37E-03
596	1839.659	0.267	0.008	11.089	29.410	1.917	14.099	201.760	0.297	25.728	0.108	4.473	57.861	9.001	5.959	0.00067	0.00	0	0.00083	0.00080	3.40E-05	6.20E-05	0	0.000062	0.000057	0.000054	0.000051	0.000049	0.000047	0	4.31E-04
597	5077.300	0.537	0.026	16.800	55.657	11.660	17.368	147.806	0.188	17.809	0.223	2.864	55.011	14.552	10.858	0.00268	4.37	2	0.00237	0.00236	5.00E-05	0.000661	0.52	0.023963	0.000056	0.000048	0.000043	0.00004	0.000037	3.18345	1.36E-03
598	4036.802	0.427	0.018	5.409	39.184	25.934	41.858	96.068	0.293	19.311	0.119	2.683	32.003	15.881	6.244	0.00026	5.89	2	0.00246	0.00215	0.000607	0.001184	3.26	0.031578	0.001918	0.00073	0.000166	0.000083	0.000072	3.945	1.60E-03
599	1884.008	0.212	0.009	8.832	39.043	4.487	23.875	241.664	0.438	12.523	0.134	2.711	35.414	12.810	6.239	0.00169	11.21	5	0.00490	0.00484	0.000698	0.002783	5.17	0.046708	0.012431	0.004865	0.001637	0.000504	0.000099	8.1046	3.31E-03
600	5302.596	0.540	0.026	11.219	59.538	16.353	25.101	226.170	0.408	23.491	0.045	2.776	70.925	13.809	12.887	0.00113	3.17	1	0.00155	0.00144	0.000181	0.000456	0.66	0.026274	0.000084	0.000073	0.000067	0.000061	0.000057	2.08255	9.06E-04
601	1515.736	0.152	0.005	3.697	50.431	14.691	21.242	118.407	0.354	5.500	0.102	2.687	21.797	9.695	2.419	0.01091	14.04	28	0.01023	0.00864	0.00427	0.003898	12.25	0.071373	0.017766	0.009346	0.006675	0.004973	0.003611	21.0189	6.76E-03
602	2493.115	0.356	0.011	13.979	39.614	12.747	22.428	175.014	0.458	21.813	0.102	4.946	36.047	9.981	7.586	0.00136	0.00	0	0.00173	0.00169	5.20E-05	5.60E-05	0	0.000079	0.000052	0.000048	0.000044	0.00004	0.000036	0	8.83E-04
603	2656.921	0.271	0.009	15.007	59.969	26.641	8.723	88.564	0.281	13.764	0.219	3.025	21.968	10.084	5.867	0.00334	9.10	7	0.00176	0.00169	0.000519	0.00176	3.19	0.051273	0.004922	0.001093	0.000145	0.000066	0.000058	8.0521	1.43E-03
604	8039.539	0.944	0.026	7.883	46.698	28.069	13.471	90.568	0.218	21.311	0.287	1.710	48.618	14.631	12.615	0.00122	0.00	0	0.00126	0.00119	0.000117	7.90E-05	0.84	0.002541	0.000078	0.00007	0.000065	0.000061	0.000058	0	6.61E-04
605	4889.534	0.690	0.030	8.365	52.729	18.670	10.764	162.219	0.238	14.485	0.163	4.386	44.489	12.114	13.167	0.00430	10.03	7	0.00426	0.00414	0.000806	0.002744	4.76	0.056498	0.01152	0.004097	0.001533	0.00045	0.00009	8.51275	2.99E-03
606	2465.516	0.308	0.015	9.018	41.034	1.954	18.729	95.335	0.417	14.176	0.049	4.315	34.617	12.400	4.356	0.00419	16.89	2	0.00479	0.00469	0.000622	0.003285	0.46	0.096037	0.000074	0.000061	0.000052	0.000047	0.000044	9.44605	3.35E-03
607	2329.254	0.387	0.013	5.107	38.710	28.362	18.939	125.220	0.167	21.609	0.350	2.024	62.634	9.320	7.493	0.00036	0.00	0	0.00067	0.00064	5.90E-05	4.00E-05	0	0.000039	0.000035	0.000032	0.000029	0.000027	0.000026	0	3.53E-04
608	6153.765	0.823	0.020	12.598	27.561	28.814	22.392	132.915	0.372	16.280	0.012	2.770	62.923	9.221	16.269	0.00027	0.00	0	0.00140	0.00138	2.50E-05	9.00E-06	0	0.000017	0.000014	0.000013	0.000012	0.000012	0.000012	0	7.05E-04
609	4048.353	0.501	0.019	9.510	55.040	9.127	36.569	185.512	0.349	21.294	0.066	2.335	62.745	16.537	10.443	0.00073	3.77	6	0.00248	0.00244	0.00042	0.000926	2.72	0.020257	0.002819	0.000486	0.000062	0.000054	0.000051	4.88255	1.57E-03
610	5044.440	0.710	0.026	15.877	52.145	23.829	13.447	225.519	0.449	10.581	0.125	1.962	33.038	9.402	13.793	0.00216	6.29	5	0.00147	0.00128	0.000197	0.001351	2.26	0.032823	0.002314	0.000283	0.00006	0.00005	0.000045	5.64495	1.07E-03
611	6822.762	0.757	0.026	13.332	49.963	27.622	14.811	99.444	0.363	18.636	0.341	2.697	56.698	12.045	20.288	0.00159	0.00	0	0.00156	0.00149	9.90E-05	7.00E-05	0.07	0.000424	0.000065	0.000058	0.000052	0.000048	0.000043	0	8.03E-04
612	7726.820	0.848	0.027	12.258	34.845	28.090	10.201	241.618	0.347	12.318	0.340	2.416	21.280	11.176	18.110	0.00387	0.00	0	0.00253	0.00239	0.000148	8.00E-05	1.58	0.003151	0.00046	0.000076	0.000063	0.000057	0.000051	0	1.28E-03
613	4621.226	0.752	0.023	14.285	59.397	8.062	10.497	148.587	0.396	19.112	0.148	2.622	55.253	9.911	13.515	0.00106	5.11	3	0.00106	0.00104	0.000234	0.000699	1.21	0.028035	0.000493	0.000065	0.000055	0.000049	0.000043	4.0529	7.56E-04
614	5935.514	0.751	0.027	6.112	42.231	15.012	7.195	100.551	0.422	22.807	0.097	2.562	43.367	9.601	10.628	0.00073	2.37	1	0.00079	0.00076	0.000169	0.000477	0.3	0.01325	0.00006	0.00005	0.000045	0.000041	0.000039	1.6846	5.48E-04
615	4706.161	0.653	0.018	12.152	29.152	25.427	13.314	226.795	0.170	20.315	0.191	2.400	44.512	12.215	10.434	0.00113	0.00	0	0.00128	0.00124	4.50E-05	2.60E-05	0	0.000042	0.000025	0.000024	0.000023	0.000022	0.000021	0	6.49E-04
616	8199.180	1.056	0.029	15.735	45.608	8.174	17.045	88.513	0.168	16.878	0.124	3.827	34.526	13.890	19.726	0.00415	0.00	0	0.00345	0.00344	1.50E-05	2.70E-05	0	0.00004	0.000025	0.000023	0.000021	0.000019	0.000018	0	1.73E-03
617	7323.966	0.748	0.026	15.510	27.452	24.563	7.543	97.286	0.181	12.462	0.067	1.673	40.037	10.482	11.752	0.00149	0.00	0	0.00138	0.00137	9.00E-06	1.10E-05	0	0.000027	0.000015	0.000013	0.000013	0.000012	0.000012	0	6.94E-04
618	4634.402	0.549	0.018	12.794	58.377	8.378	14.961	222.661	0.377	23.549	0.317	2.410	52.444	10.762	10.762	0.00084	3.04	3	0.00086	0.00085	0.00012	0.000448	0.62	0.016009	0.000048	0.000041	0.000037	0.000035	0.000033	3.0214	5.68E-04
619	5015.548	0.682	0.024	16.365	48.301	14.303	14.839	182.848	0.216	16.179	0.274	4.503	41.030	11.512	8.325	0.00350	3.88	1	0.00291	0.00288	6.70E-05	0.000611	0.54	0.021061	0.000076	0.000067	0.000061	0.000055	0.00005	2.4398	1.62E-03
620	2730.834	0.604	0.030	15.607	48.628	10.749	21.091	145.274	0.173	10.316	0.008	3.531	22.842	11.748	4.318	0.00626	14.79	2	0.00463	0.00456	0.000531	0.002337	1.81	0.079862	0.004633	0.000113	0.000075	0.000069	0.000064	8.396	3.01E-03
621	3107.663	0.538	0.018	7.788	37.152	2.154	11.680	106.158	0.361	17.217	0.078	2.287	30.996	11.181	8.363	0.00173	10.73	3	0.00159	0.00158	0.000235	0.002386	0.59	0.061216	0.000067	0.000058	0.000053	0.000049	0.000047	6.86725	1.45E-03
622	5448.834	0.675	0.028	9.218	47.494	17.947	22.713	190.703	0.322	19.476	0.270	3.380	52.415	15.795	14.096	0.00250	1.94	3	0.00346	0.00336	0.000208	0.000624	1.31	0.01193	0.00023	0.000063	0.000056	0.000052	0.000047	2.46835	1.91E-03
623	5079.630	0.559	0.014	5.539	46.472	29.844	22.041	152.527	0.316	19.792	0.332	3.444	34.892	14.370	8.863	0.00266	1.81	1	0.00309	0.00276	0.000391	0.000349	3.26	0.013438	0.001587	0.000742	0.000217	0.000087	0.000076	1.4032	1.65E-03
624	7156.889	0.891	0.027	9.136	49.900	2.553	19.522	157.677	0.323	10.114	0.108	2.100	19.074	10.102	18.132	0.00384	18.05	2	0.00226	0.00223	0.000416	0.002916	0.4	0.102685	0.000059	0.000052	0.000047	0.000044	0.000041	10.025	1.95E-03
625	3644.087	0.447	0.010	9.501	54.036	25.550	14.430	212.739	0.381	26.028	0.342	4.417	44.726	10.994	10.252	0.00144	6.24	3	0.00145	0.00141	0.000236	0.000964	2.57	0.031745	0.001849	0.000478	0.00007	0.000043	0.000039	4.6218	1.02E-03
626	8779.990	1.121	0.030	12.821	27.895	2.060	7.827	140.251	0.383	7.328	0.120	2.093	26.095	10.950	17.202	0.00573	0.00	0	0.00461	0.00460	2.60E-05	3.50E-05	0	0.000035	0.000029	0.000026	0.000024	0.000023	0.000021	0	2.32E-03
627	2339.783	0.548	0.027	11.580	28.278	18.676	8.289	116.373	0.436	23.008	0.065	1.861	44.689	12.157	7.760	0.00085	0.00	0	0.00060	0.00055	5.90E-05	5.80E-05	0	0.00007	0.000056	0.000052	0.000049	0.000047	0.000045	0	3.17E-04
628	8361.776	0.860	0.024	10.083	39.274	2.134	24.264	150.599	0.328	9.955	0.231	1.667	25.440	10.327	15.911	0.00088	11.99	3	0.00162	0.00159	0.000272	0.00255	0.64	0.068419	0.00003	0.000026	0.000024	0.000022	0.000021	7.4945	1.51E-03
629	1745.963	0.278	0.010	16.434	36.671	16.304	7.514	107.255	0.414	12.689	0.099	2.373	21.559	11.806	2.825	0.00404	10.29	2	0.00248	0.00239	0.000332	0.002321	1.78	0.049395	0.002744	0.000089	0.000076	0.000072	0.000069	6.1431	1.88E-03
630	6702.097	0.779	0.023	4.989	37.178	29.026	18.757	150.108	0.160	12.357	0.346	4.821	32.180	9.785	21.397	0.00325	3.82	4	0.00463	0.00444	0.000598	0.001344	5.16	0.026542	0.004509	0.002129	0.00099	0.000425	0.000163	3.9115	2.75E-03
631	5600.651	0.574	0.015	11.880	31.155	6.826	12.560	190.183	0.432	15.715	0.098	1.939	28.323	12.739	17.880	0.00208	1.73	1	0.00197	0.00195	8.10E-05	0.000468	0.58	0.009572	0.000033	0.000029	0.000026	0.000025	0.000023	1.3662	1.12E-03
632	5503.811	0.578	0.015	16.741	39.784	4.015	17.067	157.906	0.234	12.537	0.144	1.608	30.593	16.235	12.175	0.00333	0.00	0	0.00334	0.00331	3.40E-05	3.80E-05	0	0.000048	0.000033	0.000031	0.000029	0.000026	0.000025	0	1.68E-03
633	4245.499	0.459	0.010	11.117	31.822	27.344	32.568	99.794	0.142	20.430	0.173	4.847	39.555	11.077	11.029	0.00029	0.00	0	0.00200	0.00193	6.80E-05	3.00E-05	0	0.00003	0.000026	0.000024	0.000022	0.000021	0.00002	0	1.01E-03
634	5597.247	0.598	0.026	10.627	59.368	4.749	20.788	214.488	0.484	10.186	0.205	2.043	25.876	9.521	18.027	0.00289	12.73	9	0.00227	0.00176	0.001069	0.001671	3.52	0.066569	0.007347	0.001738	0.000225	0.000065	0.000057	10.86635	1.69E-03
635	2531.710	0.489	0.018	11.841	54.550	17.219	16.674	114.954	0.141	22.123	0.165	2.046	80.042	11.494	5.852	0.00069	0.00	0	0.00088	0.00087	9.00E-05	0.000108	0	0.000134	0.000101	0.000093	0.000087	0.000081	0.000075	0	4.89E-04
636	6700.481	0.717	0.026	15.214	36.935	22.881	23.535	86.628	0.284	23.603	0.183	1.753	82.632	10.050	16.493	0.00021	0.00	0	0.00054	0.00054	8.00E-06	8.00E-06	0	0.000022	0.000014	0.000013	0.000012	0.000012	0.000012	0	2.73E-04
637	4251.015	0.639	0.021	6.106	32.417	15.293	28.741	199.376	0.182	22.830	0.296	3.511	39.139	16.224	6.468	0.00112	0.00	0	0.00320	0.00317	0.000113	0.000115	0.02	0.000163	0.000105	0.000098	0.000093	0.000089	0.000084	0	1.65E-03
638	2274.271	0.286	0.007	10.694	59.041	1.416	14.969	212.451	0.337	23.880	0.029	3.965	42.323	11.456	3.312	0.00170	12.92	6	0.00160	0.00158	0.000435	0.002205	1.05	0.073649	0.019303	0.000049	0.000044	0.00004	0.000037	9.4615	1.46E-03
639	898.571	0.157	0.006	9.521	48.555	16.123	6.709	95.414	0.113	14.907	0.320	3.301	50.258	11.145	2.352	0.00254	9.80	12	0.00300	0.00300	0.000858	0.002483	4.61	0.04969	0.009774	0.004122	0.001465	0.000367	0.000101	10.89925	2.34E-03
640	4946.532	0.740	0.025	12.300	28.363	28.675	18.237	226.832	0.225	16.425	0.214	3.272	56.982	11.563	14.260	0.00098	0.00	0	0.00268	0.00267	1.20E-05	8.00E-06	0	0.000026	0.000017	0.000016	0.000015	0.000015	0.000014	0	1.34E-03
641	1902.726	0.350	0.015	16.687	35.264	21.439	13.954	110.919	0.381	23.339	0.207	4.824	61.691	11.031	4.942	0.00132	0.00	0	0.00157	0.00150	7.90E-05	7.30E-05	0	0.000112	0.000074	0.00007	0.000068	0.000065	0.000063	0	8.03E-04
642	2843.160	0.536	0.020	4.502	40.873	19.630	29.014	144.709	0.387	14.721	0.296	2.054	39.913	13.626	7.094	0.00067	6.32	6	0.00322	0.00314	0.000474	0.001187	3.09	0.035226	0.004943	0.001361	0.000264	0.000137	0.000123	6.1615	2.00E-03
643	2673.741	0.618	0.026	14.828	57.888	8.020	8.270	174.440	0.199	25.266	0.342	4.745	50.170	12.360	4.661	0.00205	7.41	4	0.00172	0.00165	0.000407	0.001453	1.55	0.042093	0.001663	0.000113	0.000091	0.00008	0.000072	5.7033	1.31E-03
644	5001.721	0.669	0.019	14.782	30.916	25.279	23.255	118.403	0.384	22.222	0.144	2.503	83.571	15.884	9.449	0.00061	0.00	0	0.00221	0.00221	4.00E-06	1.00E-05	0	0.000034	0.00002	0.000019	0.000018	0.000018	0.000017	0	1.11E-03
645	6987.785	0.731	0.020	15.819	56.477	12.559	26.960	230.557	0.408	22.771	0.306	2.301	60.209	12.427	12.280	0.00077	0.00	0	0.00103	0.00101	3.10E-05	3.80E-05	0	0.000042	0.000034	0.000031	0.000028	0.000025	0.000023	0	5.27E-04
646	7254.965	0.922	0.025	7.471	48.239	2.736	7.342	243.439	0.157	22.326	0.016	3.515	76.794	14.793	10.492	0.00179	14.76	8	0.00260	0.00256	0.000653	0.00433	1.22	0.083922	0.022868	0.000071	0.000062	0.000054	0.000048	11.37805	2.54E-03
647	1452.525	0.213	0.010	16.220	59.013	1.068	15.222	192.039	0.385	17.301	0.023	4.991	50.830	11.066	2.441	0.00310	34.60	11	0.00291	0.00281	0.000822	0.004879	1.41	0.19706	0.002475	0.000118	0.000085	0.000071	0.000065	22.8008	2.85E-03
648	5288.570	0.655	0.015	3.273	40.149	6.870	19.898	142.711	0.128	9.199	0.260	2.608	28.069	12.761	12.494	0.00498	13.72	9	0.00766	0.00761	0.002124	0.002731	4.63	0.056328	0.01154	0.004824	0.00145	0.000273	0.000064	11.3612	5.03E-03
649	7180.474	0.840	0.029	4.178	52.309	26.393	33.227	120.645	0.131	21.710	0.040	4.787	69.519	13.628	15.774	0.00111	4.06	3	0.00334	0.00322	0.000331	0.000643	3.72	0.022437	0.00385	0.001556	0.000488	0.000107	0.000086	3.5317	1.89E-03
650	3009.750	0.552	0.024	6.131	36.602	0.774	9.860	117.753	0.482	18.135	0.121	3.516	66.795	9.247	4.978	0.00101	7.11	3	0.00170	0.00168	0.000369	0.002472	0.94	0.040532	0.000128	0.000106	0.000093	0.000082	0.000077	5.0564	1.56E-03
651	4634.178	0.654	0.028	7.901	54.965	27.116	31.451	146.559	0.290	13.835	0.254	2.891	31.089	13.452	7.838	0.00225	23.39	1	0.00436	0.00403	0.001303	0.003336	4.74	0.119809	0.005151	0.00233	0.000957	0.000347	0.000128	12.1958	3.26E-03
652	1191.680	0.152	0.006	5.545	42.678	9.625	29.540	90.372	0.244	23.783	0.278	4.019	52.031	12.859	3.357	0.00091	1.54	3	0.00211	0.00207	0.000182	0.000325	1.49	0.009144	0.000866	0.000067	0.000052	0.000049	0.000046	2.2682	1.17E-03
653	3307.997	0.525	0.023	4.321	37.703	18.189	39.847	230.089	0.425	16.548	0.132	3.303	42.268	14.010	8.194	0.00003	3.59	6	0.00319	0.00308	0.000482	0.001452	3.68	0.01957	0.004482	0.001931	0.000496	0.000125	0.000108	4.79305	2.05E-03
654	5347.537	0.593	0.017	7.594	37.927	17.547	17.500	216.201	0.225	14.705	0.216	3.233	41.359	14.505	9.170	0.00360	4.33	3	0.00473	0.00459	0.000234	0.000896	2.8	0.024341	0.001833	0.000439	0.000074	0.000061	0.000055	3.666	2.61E-03
655	2522.673	0.383	0.015	6.348	31.336	22.596	12.059	169.877	0.282	12.880	0.105	1.659	22.949	9.766	4.095	0.00166	0.00	0	0.00151	0.00144	0.000128	0.000101	0.12	0.000313	0.000092	0.000085	0.000075	0.000068	0.000061	0	7.95E-04
656	4418.375	0.567	0.018	11.466	35.652	5.525	25.115	165.276	0.327	16.918	0.046	2.302	36.336	16.495	7.281	0.00138	3.63	1	0.00336	0.00332	0.00015	0.000807	0.85	0.020277	0.00007	0.00006	0.000055	0.000053	0.00005	2.31735	1.91E-03
657	6468.704	0.928	0.029	15.381	30.139	22.736	9.750	105.727	0.457	9.685	0.119	1.885	25.977	9.034	11.234	0.00221	0.00	0	0.00200	0.00199	2.10E-05	2.10E-05	0	0.000032	0.000021	0.000019	0.000018	0.000017	0.000016	0	1.01E-03
658	5417.178	0.562	0.011	11.467	58.621	17.120	16.122	209.122	0.154	14.814	0.070	4.123	28.277	9.648	15.549	0.00330	7.41	5	0.00204	0.00193	0.000396	0.001032	2.27	0.039344	0.001983	0.000235	0.000056	0.000049	0.000044	6.20455	1.35E-03
659	4473.265	0.652	0.028	14.972	50.567	21.405	35.992	179.903	0.362	16.361	0.341	3.406	54.047	12.678	7.323	0.00115	10.72	4	0.00253	0.00241	0.000478	0.001633	2.28	0.057162	0.003997	0.00037	0.000068	0.000058	0.000054	7.35795	1.76E-03
660	6381.237	0.751	0.023	9.285	49.932	8.656	13.712	168.220	0.394	24.758	0.286	2.479	51.859	11.989	15.661	0.00092	3.10	2	0.00104	0.00102	0.000193	0.000531	0.64	0.017036	0.000049	0.000042	0.000038	0.000034	0.000031	2.54765	6.95E-04
661	3463.221	0.433	0.012	15.742	59.597	9.614	26.388	227.298	0.169	20.672	0.318	2.060	51.486	14.264	7.574	0.00125	2.59	1	0.00139	0.00135	0.000105	0.000337	0.36	0.015242	0.000052	0.000047	0.000045	0.000043	0.000041	1.79255	7.97E-04
662	1654.709	0.268	0.013	12.686	39.152	24.071	25.328	201.577	0.437	12.657	0.259	1.744	31.615	12.782	4.902	0.00093	11.87	2	0.00290	0.00266	0.000486	0.002362	2.79	0.057315	0.008092	0.001409	0.000111	0.000081	0.000075	6.9356	2.10E-03
663	2787.701	0.348	0.016	14.729	28.602	19.975	17.684	84.482	0.229	14.197	0.108	1.867	45.243	16.442	4.594	0.00156	0.00	0	0.00388	0.00385	3.70E-05	1.40E-05	0	0.000046	0.000031	0.000029	0.000028	0.000028	0.000027	0	1.95E-03
664	3992.777	0.571	0.014	5.298	33.069	14.731	27.595	237.112	0.187	20.428	0.158	2.551	44.953	16.201	7.957	0.00083	3.27	1	0.00292	0.00290	0.000266	0.000802	2.01	0.018408	0.001758	0.000269	0.000062	0.000057	0.000053	2.13585	1.72E-03
665	7700.632	0.882	0.019	4.661	43.030	8.424	5.841	230.435	0.131	23.279	0.207	2.789	39.042	10.013	13.741	0.00085	1.54	4	0.00092	0.00090	0.000218	0.000526	1.17	0.009923	0.000263	0.000052	0.000045	0.00004	0.000037	2.77035	6.39E-04
666	7723.645	0.942	0.023	10.121	39.951	5.039	35.865	202.720	0.436	16.691	0.284	2.961	37.605	12.942	14.248	0.00059	5.50	3	0.00211	0.00206	0.000372	0.00118	2.22	0.028748	0.002164	0.000149	0.000065	0.000057	0.000051	4.2513	1.43E-03
667	7217.123	0.757	0.022	11.204	28.166	1.525	21.979	205.047	0.303	21.553	0.199	1.902	51.284	13.904	15.720	0.00054	0.00	0	0.00138	0.00139	2.00E-06	6.00E-06	0	0.000007	0.000006	0.000006	0.000006	0.000005	0.000005	0	6.95E-04
668	3001.898	0.446	0.015	10.331	32.809	10.848	28.076	246.910	0.454	19.335	0.147	3.342	34.114	10.046	5.589	0.00045	3.21	1	0.00162	0.00155	7.50E-05	0.000827	1.11	0.018545	0.000092	0.000061	0.000056	0.000053	0.00005	2.1063	1.02E-03
669	4808.251	0.531	0.018	16.174	32.516	21.464	27.732	85.576	0.136	11.142	0.223	3.509	22.383	10.584	8.633	0.00150	0.00	0	0.00186	0.00180	6.40E-05	2.50E-05	0	0.000026	0.000022	0.000021	0.00002	0.00002	0.000019	0	9.38E-04
670	5666.824	0.581	0.027	12.236	43.002	18.672	35.154	235.580	0.258	23.635	0.263	2.900	61.456	14.497	15.802	0.00042	0.00	0	0.00179	0.00173	7.90E-05	9.00E-05	0.02	0.000123	0.000082	0.000076	0.000072	0.000069	0.000065	0	9.23E-04
671	2654.618	0.315	0.007	13.907	39.333	0.613	21.626	213.119	0.295	13.789	0.050	4.210	37.379	11.260	8.190	0.00230	22.33	2	0.00399	0.00392	0.00029	0.004567	0.48	0.127253	0.000035	0.000034	0.000033	0.000032	0.000032	12.1642	3.19E-03
672	5329.600	0.600	0.016	13.715	48.043	12.836	21.385	124.341	0.321	9.845	0.199	2.250	18.294	9.709	7.799	0.00339	5.42	2	0.00211	0.00206	0.000221	0.000899	1.66	0.028901	0.001611	0.000042	0.000032	0.000029	0.000027	3.71005	1.32E-03
673	6079.922	0.946	0.027	15.691	35.857	4.947	8.082	167.896	0.456	25.182	0.289	3.485	66.200	12.674	19.788	0.00127	2.20	1	0.00091	0.00085	8.50E-05	0.000534	0.46	0.021798	0.000045	0.00004	0.000036	0.000034	0.000031	1.5986	5.97E-04
674	5111.152	0.734	0.030	10.767	46.254	27.451	9.193	113.088	0.341	25.859	0.033	4.063	57.460	9.176	11.680	0.00081	0.00	0	0.00071	0.00060	0.000119	7.50E-05	0	0.000091	0.00007	0.000066	0.000061	0.000056	0.000052	0	3.75E-04
675	2046.004	0.297	0.008	13.586	41.816	3.310	9.371	174.938	0.446	19.894	0.261	4.455	76.726	13.187	4.835	0.00250	11.20	10	0.00337	0.00327	0.000352	0.002782	4.79	0.054441	0.009996	0.004337	0.001475	0.000316	0.000079	10.598	2.44E-03
676	5686.487	0.569	0.018	3.593	34.020	13.563	27.538	84.864	0.272	15.321	0.028	3.533	36.206	11.206	15.767	0.00059	2.91	6	0.00323	0.00321	0.000405	0.000711	4.66	0.016539	0.003891	0.001869	0.00073	0.000255	0.000063	4.4571	1.89E-03
677	1873.972	0.275	0.013	5.618	42.995	13.223	21.137	187.887	0.291	24.485	0.054	2.506	86.966	8.965	2.994	0.00028	0.00	0	0.00062	0.00059	7.30E-05	5.50E-05	0	0.000075	0.000052	0.000047	0.000041	0.000036	0.000031	0	3.35E-04
678	7022.773	0.751	0.028	9.785	48.671	5.626	26.371	180.781	0.471	13.415	0.218	2.523	38.993	15.866	16.507	0.00285	25.39	5	0.00558	0.00554	0.000983	0.004124	4.14	0.120553	0.010468	0.002585	0.000791	0.000101	0.000057	15.19555	4.06E-03
679	4906.881	0.562	0.013	13.088	41.686	29.698	19.871	140.110	0.352	16.039	0.022	4.178	52.195	10.036	11.659	0.00157	0.00	0	0.00235	0.00230	6.30E-05	4.00E-05	0	0.000042	0.000034	0.000031	0.000029	0.000027	0.000025	0	1.19E-03
680	3426.204	0.464	0.021	12.835	43.737	17.837	43.334	148.269	0.315	14.582	0.304	2.338	42.606	15.329	11.323	0.00076	4.19	2	0.00124	0.00117	0.000193	0.000743	1.52	0.021739	0.001308	0.000069	0.000061	0.000057	0.000052	3.09575	8.36E-04
681	4381.938	0.445	0.021	10.029	56.475	14.446	14.956	229.316	0.393	20.197	0.223	2.672	42.509	16.534	10.930	0.00305	6.82	10	0.00296	0.00285	0.00065	0.001745	3.4	0.038433	0.005466	0.00122	0.000151	0.000057	0.000051	8.41135	2.05E-03
682	3205.861	0.355	0.008	12.436	43.334	7.199	19.212	198.366	0.382	13.492	0.266	4.259	45.340	11.276	6.833	0.00310	7.09	3	0.00403	0.00397	0.00034	0.00138	2.46	0.037495	0.003488	0.000451	0.000054	0.000048	0.000046	5.043	2.43E-03
683	2357.238	0.420	0.019	8.517	44.628	12.982	8.565	180.487	0.160	15.365	0.024	3.214	30.835	12.305	5.025	0.00361	9.38	10	0.00336	0.00335	0.000751	0.00231	3.8	0.048297	0.005821	0.001581	0.000357	0.000083	0.000065	9.69205	2.44E-03
684	4671.507	0.758	0.027	4.058	45.392	11.049	23.553	148.409	0.487	12.356	0.193	3.386	37.615	10.480	6.910	0.00219	3.56	9	0.00411	0.00398	0.001126	0.001552	3.81	0.020164	0.004892	0.001884	0.000552	0.000105	0.000093	6.27755	2.69E-03
685	4908.431	0.785	0.023	6.176	57.063	2.216	7.789	171.850	0.335	17.495	0.271	3.009	50.764	12.187	9.005	0.00180	10.52	8	0.00247	0.00242	0.001042	0.001948	1.66	0.05968	0.024417	0.000053	0.000047	0.000042	0.000039	9.25825	1.97E-03
